LEAD_ID,CASE_OPENED_DATE,CASE_CLOSED_SUCCESSFUL_DATE,SALES_FUNNEL_STEPS
fbf7e8ea53ffe37,2024-03-27,2024-03-30,Sales Call 1
aa8f883b740d55e,2024-05-27,2024-05-27,PV System Sold
3ade5a43fe7963b,2024-04-13,2024-04-14,Sales Call 1
a6a5c106f733080,2024-03-07,,Sales Call 1
92efb635f17f23e,2024-05-24,2024-05-25,Sales Call 1
eb8b545de494a0c,2024-03-01,2024-03-03,Sales Call 1
0a90074a61d4318,2024-06-08,2024-06-09,Sales Call 1
2e8eee21e0e1a4d,2024-05-22,2024-05-24,Sales Call 1
a23bab4d7cbb0b1,2024-04-19,2024-04-19,Sales Call 1
3c7b8833258fe5d,2024-04-07,2024-04-08,Sales Call 1
b3585bebf1f37ad,2024-04-16,2024-04-17,Sales Call 1
8ecbc05795c745e,2024-04-03,2024-04-06,Sales Call 1
8807b1a6a73cf42,2024-05-05,2024-05-05,Sales Call 1
7533e7477adfc56,2024-05-11,2024-05-12,Sales Call 1
7ae76e94223a6ca,2024-06-05,,Sales Call 1
56c497d9a27b24d,2024-06-22,2024-06-23,Sales Call 1
a39762469750d24,2024-03-29,2024-04-01,Sales Call 1
ddffb0164f69c78,2024-03-26,2024-03-30,Sales Call 1
ff447a45df2522a,2024-07-09,2024-07-12,Sales Call 1
847374f500220f3,2024-07-06,2024-07-06,PV System Sold
13842c013aa997a,2024-04-17,2024-04-19,Sales Call 1
0c20c6476446d58,2024-04-20,2024-04-22,Sales Call 1
8c0c18c14dfc713,2024-06-08,2024-06-08,Sales Call 2
baa5c40ebc261b5,2024-06-16,2024-06-17,Sales Call 1
faea909f69b2daa,2024-04-01,2024-04-01,Sales Call 2
180b339587b361d,2024-07-06,2024-07-06,Sales Call 1
445ef53cf843efb,2024-03-09,2024-03-11,Sales Call 1
e3dfdccbc3e375d,2024-05-19,2024-05-20,Sales Call 1
06566a2421bcac6,2024-02-27,2024-03-01,Sales Call 1
16c97511f34eca1,2024-06-15,2024-06-15,Sales Call 1
0e12487ecad036b,2024-02-28,,Sales Call 1
e88a8e4e51905f2,2024-04-30,2024-04-30,Sales Call 1
27edd78c3b2e503,2024-06-20,,Sales Call 1
b608b3c23fa4dc6,2024-05-02,2024-05-03,Sales Call 1
2890e90614f4bff,2024-06-25,2024-06-28,Sales Call 1
947051b3002cc36,2024-05-06,,Sales Call 1
eafab61cff50d93,2024-07-20,2024-07-21,Sales Call 1
31afad0d62f0f9b,2024-03-23,2024-03-26,Sales Call 1
6e56eda97d6a459,2024-03-04,2024-03-05,Sales Call 1
fb4f63f518b07bd,2024-05-08,2024-05-10,Sales Call 1
75f747394bac0ce,2024-04-25,2024-04-27,Sales Call 1
0dc6edae82a4442,2024-06-06,,Sales Call 1
227333abd29d93b,2024-05-08,2024-05-10,Sales Call 1
1bbdaafd8ef46d5,2024-05-18,,Sales Call 1
d454013435e8a60,2024-07-18,2024-07-19,Sales Call 1
497969853b53255,2024-03-02,2024-03-03,Sales Call 1
2d1441af5c82fd9,2024-07-06,2024-07-06,Sales Call 1
3e8d6ac64cb4e9e,2024-07-05,2024-07-06,Sales Call 1
7a998b7d82c6065,2024-07-04,,Sales Call 1
7837004234e91bf,2024-05-25,2024-05-25,Sales Call 1
0be7e1985fa74b2,2024-07-13,2024-07-13,PV System Sold
e5a708bb2c7abe1,2024-05-30,2024-05-31,Sales Call 1
e2aeb49e7aff4ee,2024-07-06,2024-07-07,Sales Call 1
648d0c3049fe2b9,2024-06-16,,Sales Call 1
50f45dd1849e0fa,2024-07-17,,Sales Call 1
8cf31b12e7cc819,2024-06-14,2024-06-15,Sales Call 1
3fb9a41920300d6,2024-05-23,2024-05-25,Sales Call 1
bdf95abc765b7a9,2024-06-03,2024-06-04,Sales Call 1
61db6970e209f85,2024-05-02,2024-05-04,Sales Call 1
1a199c28bfe7705,2024-05-15,2024-05-17,Sales Call 1
9a96a14e004b9c5,2024-07-20,2024-07-21,Sales Call 1
4b97b92bfc19dad,2024-06-04,2024-06-04,Sales Call 1
50dc2ec0748344d,2024-03-19,2024-03-22,Sales Call 1
f5943122242696d,2024-06-01,2024-06-01,Sales Call 1
623ffb5c60c73ae,2024-06-30,2024-06-30,Sales Call 1
b68e4d864175797,2024-04-08,2024-04-09,Sales Call 1
13bbbd02346897b,2024-05-13,2024-05-13,Sales Call 1
fd8a13c8c6d4ef8,2024-05-14,2024-05-17,Sales Call 1
eafbe24dad7592b,2024-03-30,2024-04-02,Sales Call 1
21988224076c89c,2024-05-16,2024-05-17,Sales Call 1
8874688079d9edf,2024-07-26,,Sales Call 2
ff5d0865dbba065,2024-05-19,2024-05-19,PV System Sold
8e3dade7389f07c,2024-04-17,2024-04-19,Sales Call 1
e4cc5e6ae319bbf,2024-07-12,2024-07-13,Sales Call 1
acfa84858e393c3,2024-03-22,2024-03-25,Sales Call 1
5ca5fbde96cb577,2024-07-06,2024-07-06,Sales Call 1
0a88930bb40ad14,2024-04-24,2024-04-26,Sales Call 1
39d19c16ea81809,2024-04-24,2024-04-26,Sales Call 1
0862187bf675607,2024-05-14,2024-05-14,Sales Call 1
c5a7bd55f731166,2024-04-06,2024-04-06,Sales Call 2
71d37e4b244feca,2024-06-02,2024-06-02,Sales Call 1
0b5dd3944530a55,2024-02-27,2024-02-28,Sales Call 1
7f7c4f825076202,2024-05-08,2024-05-10,Sales Call 1
1cfc6a52684fbdf,2024-09-16,2024-09-17,PV System Sold
6fafe043cec34f3,2024-03-09,2024-03-11,Sales Call 1
7b0908d2159f6b3,2024-07-01,2024-07-01,Sales Call 1
e74f0dbf8207606,2024-07-19,2024-07-20,Sales Call 2
975c7d1b61bb415,2024-05-12,2024-05-12,Sales Call 1
5339ceee61d661c,2024-04-17,2024-04-19,Sales Call 1
d50f784711a67a2,2024-04-22,2024-04-23,Sales Call 1
661ecc6f0306ff1,2024-05-23,2024-05-24,Sales Call 1
b7e40803ab3b46e,2024-02-26,2024-02-28,Sales Call 1
b7b930d95ee66e7,2024-03-16,,Sales Call 1
63356b4e81b6d48,2024-05-03,2024-05-04,Sales Call 1
b5d28ce397a2659,2024-05-31,2024-06-01,Sales Call 1
e5e70fd0b7ddd3d,2024-07-19,2024-07-19,Sales Call 1
bfb49d1b373e307,2024-06-03,2024-06-03,Sales Call 1
9f8a3a9e71fd018,2024-04-14,2024-04-14,Sales Call 1
f476052f668c71c,2024-07-03,,Sales Call 1
9779ef5da15eeaa,2024-04-06,,Sales Call 1
b4fe67cce2b6c07,2024-02-22,2024-02-25,Sales Call 1
39e322d5ab3105a,2024-03-17,2024-03-19,Sales Call 1
7f9024ef231758a,2024-07-16,,Sales Call 1
8b94ee16c975ccd,2024-03-07,2024-03-09,Sales Call 1
101241cf4758045,2024-07-02,2024-07-02,Sales Call 1
69a1af5aa3191ef,2024-06-18,2024-06-18,Sales Call 1
a8d65b0fa531a2c,2024-04-13,2024-04-14,Sales Call 1
e485775e931f0d1,2024-06-06,2024-06-08,Sales Call 1
3408d84680e8da4,2024-06-30,2024-06-30,Sales Call 1
6ca849ca867876f,2024-03-09,2024-03-09,Sales Call 2
012129c4ea2714b,2024-02-29,2024-03-02,Sales Call 1
17a77aec40c2836,2024-04-04,2024-04-06,Sales Call 1
e2a1a6145b1cbd1,2024-06-12,2024-06-14,Sales Call 1
632cbac7c1985e0,2024-07-20,2024-07-21,Sales Call 1
178778aa5093e93,2024-05-09,2024-05-11,Sales Call 1
6afcd5f9f29e8a2,2024-05-18,2024-05-19,Sales Call 1
ca5aececf02aa87,2024-02-24,2024-02-26,Sales Call 1
c638eb3f35a987c,2024-08-25,2024-08-25,Sales Call 2
a4487e31b80b314,2024-06-22,2024-06-23,Sales Call 1
9dad0b641c29236,2024-02-21,2024-02-24,Sales Call 1
57aec560447810a,2024-03-28,2024-03-31,Sales Call 1
745731f16dfc34a,2024-04-02,2024-04-05,Sales Call 2
0a15d0afa3cbe7a,2024-06-11,2024-06-14,Sales Call 1
33359d4ee503291,2024-05-11,2024-05-11,Sales Call 1
4d8c0719f4166fa,2024-06-20,,Sales Call 1
76cf1e2c3e459e6,2024-07-02,2024-07-02,Sales Call 1
97851aa51a78af5,2024-06-10,2024-06-10,Sales Call 2
0e79b5965e00487,2024-04-17,2024-04-17,PV System Sold
10e4523f885ab37,2024-05-23,2024-05-24,Sales Call 1
8aaab0b5ebe4acd,2024-07-10,2024-07-10,PV System Sold
c4defcc00b197f4,2024-07-17,,Sales Call 1
9657dc5b4144e5d,2024-03-25,2024-03-25,Sales Call 2
6f2c199c780e36f,2024-03-22,2024-03-25,Sales Call 1
43211ad9113a2fa,2024-06-05,2024-06-07,Sales Call 1
7d282e4ee1464ca,2024-05-13,2024-05-13,Sales Call 2
d8b9dc46a7e43e8,2024-03-06,2024-03-09,Sales Call 1
8807bf54fadb22f,2024-05-02,,Sales Call 1
5fac17e43329b75,2024-06-06,2024-06-08,Sales Call 1
334647865c8bfba,2024-03-30,2024-04-02,Sales Call 1
7fedaa0ec3b8c34,2024-03-22,2024-03-25,Sales Call 1
887d4ab6adfd96b,2024-03-17,2024-03-17,Sales Call 2
1f462505cf5e598,2024-03-09,2024-03-09,Sales Call 1
48b3896ff04330a,2024-03-26,2024-03-29,PV System Sold
fd4e76e9a5fbd6a,2024-04-27,2024-04-28,PV System Sold
bfa81ac9e8a6428,2024-05-12,2024-05-12,Sales Call 1
bdc9d0e53b0f84e,2024-06-09,,Sales Call 1
faa8f469af2e287,2024-05-14,2024-05-14,Sales Call 1
305874ad88b93d6,2024-04-04,2024-04-06,Sales Call 1
912a7b9a1a36ac9,2024-06-14,,Sales Call 1
b28fa2b932bb3d2,2024-07-27,2024-07-27,Sales Call 2
32d6f94d980abf1,2024-06-20,2024-06-21,Sales Call 1
5e302f58fd2f0cf,2024-03-05,2024-03-08,Sales Call 1
c8ea29633e94e9e,2024-06-21,2024-06-22,Sales Call 1
e9f46646f4ed823,2024-02-25,2024-02-27,Sales Call 1
0025229b5826c44,2024-07-16,2024-07-17,Sales Call 1
d96ac29225474db,2024-04-09,2024-04-10,Sales Call 1
198bd78aea9fb2f,2024-07-01,2024-07-01,Sales Call 1
aaa54af8650cb1f,2024-04-29,2024-04-29,Sales Call 1
dabd4ff6461b675,2024-05-30,,Sales Call 1
3b4fd79022b8c64,2024-06-17,,Sales Call 1
e0405bc8b94ffd6,2024-03-22,2024-03-26,Sales Call 1
89dd2a247089521,2024-04-26,,Sales Call 1
b38ce885f02e49d,2024-07-06,2024-07-07,Sales Call 1
bfaa1aa8fa0efc7,2024-05-18,2024-05-19,Sales Call 1
ecef5cef024f490,2024-03-03,2024-03-05,Sales Call 1
b4139ea7367af19,2024-06-24,2024-06-24,Sales Call 1
287b96387c30748,2024-04-05,2024-04-05,Sales Call 1
60c6d99bfa6c1be,2024-03-24,,Sales Call 1
50969d1ca7a21d8,2024-04-02,2024-04-03,Sales Call 1
173edc2e69700a5,2024-05-05,2024-05-06,PV System Sold
1223950c296813f,2024-07-29,2024-07-30,PV System Sold
72f3022c7cc5c3b,2024-06-02,2024-06-03,PV System Sold
1f0f98e21b7d88c,2024-05-04,2024-05-05,Sales Call 1
f51d4efeb992e97,2024-03-23,2024-03-23,Sales Call 2
c4fd8b853df9596,2024-05-03,2024-05-03,Sales Call 2
1746386f9574836,2024-03-13,2024-03-15,Sales Call 1
be2ab9a9f4981cd,2024-05-21,2024-05-24,Sales Call 1
617e76944c75096,2024-05-04,2024-05-05,Sales Call 1
e854a4d77fb8deb,2024-07-08,,Sales Call 1
2f1656743e1c15f,2024-03-22,2024-03-25,Sales Call 1
bf1e2b23cf2647f,2024-03-16,2024-03-18,Sales Call 1
955d3722e57b448,2024-05-18,2024-05-19,Sales Call 1
8489d6131778ecc,2024-06-01,2024-06-01,Sales Call 1
bb605c1367f6a53,2024-07-18,2024-07-20,Sales Call 1
9c031df4b3cefbb,2024-05-03,2024-05-03,Sales Call 2
86b8a748bf8d8fc,2024-02-27,2024-02-28,Sales Call 1
afc7c39b44c0137,2024-05-01,2024-05-03,Sales Call 1
57ef4f56d97c268,2024-03-29,2024-03-29,Sales Call 2
183d3bd5f9d73f8,2024-04-28,,Sales Call 1
1d7d7ead62f3fd9,2024-04-15,2024-04-15,Sales Call 1
7df08c5c626d4d4,2024-03-16,2024-03-18,Sales Call 1
950677201e737e8,2024-03-28,2024-03-31,Sales Call 1
fbd8f06947f6649,2024-06-27,2024-06-28,Sales Call 1
525278a328a1b6e,2024-03-27,,Sales Call 1
df0d7e7f2eb8ac4,2024-06-20,,Sales Call 1
a21c49531915e8e,2024-07-20,,Sales Call 1
0a207fd603876fb,2024-06-11,,Sales Call 1
73010513eae1f48,2024-03-23,2024-03-24,Sales Call 1
e3fda7c595ed478,2024-04-13,2024-04-14,PV System Sold
8be8c3f2ce65251,2024-03-05,2024-03-08,Sales Call 1
a6e407c1dd45e27,2024-03-27,,Sales Call 1
ee7650251f7f811,2024-03-20,2024-03-23,Sales Call 1
7b8afab2a5336ef,2024-07-15,2024-07-15,Sales Call 2
cf2303aefab49db,2024-03-25,2024-03-25,Sales Call 2
0c7d75ab912e3db,2024-07-09,,Sales Call 1
b8115f64b9023e8,2024-06-06,2024-06-08,Sales Call 1
f534d8f8f1776ff,2024-07-19,2024-07-21,Sales Call 1
222847914e1a286,2024-03-18,2024-03-19,Sales Call 1
c3e15a44385fd5c,2024-03-24,2024-03-29,Sales Call 1
30b3fa5cbc5a895,2024-06-23,2024-06-23,Sales Call 1
0422e5a42e633c8,2024-03-07,2024-03-09,Sales Call 1
6a74fb08b55721d,2024-07-20,2024-07-20,Sales Call 2
31ded658933b7d5,2024-03-05,2024-03-08,Sales Call 1
af0cea382e92ba2,2024-06-09,2024-06-09,Sales Call 1
05d4128c2d10831,2024-07-06,2024-07-06,Sales Call 1
9d544d0be5a2d79,2024-05-12,,Sales Call 1
ca8e6eeb8e5ac1f,2024-05-23,,Sales Call 1
6ceb3d535e27cbf,2024-07-03,2024-07-05,Sales Call 1
8fe7db2dc7cbec6,2024-06-16,2024-06-17,PV System Sold
2d910eeeb8bb5ab,2024-06-06,2024-06-07,Sales Call 1
a4ea5d3eaa86a43,2024-07-21,2024-07-21,Sales Call 2
1c82ea2624f6bbf,2024-05-23,2024-05-24,Sales Call 1
2831fe658123263,2024-03-25,2024-03-29,Sales Call 1
6126df87a9e4058,2024-04-16,2024-04-16,Sales Call 2
43139564681c62d,2024-05-09,2024-05-11,Sales Call 1
b7bdcceb5320438,2024-04-06,2024-04-06,PV System Sold
fb1cf6e78b0fb29,2024-05-11,2024-05-11,PV System Sold
6fcaf2790d4c3f2,2024-03-08,2024-03-10,Sales Call 1
b7e2c7b0804827a,2024-05-20,2024-05-20,Sales Call 1
799ddae2ae9de01,2024-06-03,2024-06-03,Sales Call 1
3e8ce9ef7f1fab3,2024-06-17,2024-06-17,Sales Call 1
067f54fd81c4fe5,2024-06-10,2024-06-10,Sales Call 1
cc6466eda61bfd6,2024-06-25,2024-06-25,Sales Call 1
591ace19949e23a,2024-06-05,2024-06-08,PV System Sold
15bdae3ce72ef8d,2024-06-08,2024-06-09,Sales Call 1
981efcdf3b88a34,2024-04-30,2024-05-01,Sales Call 1
f2737d144518ce2,2024-05-05,2024-05-05,Sales Call 1
e8825089dcffb95,2024-03-15,2024-03-16,Sales Call 1
9cf64dc671e8b78,2024-04-06,2024-04-07,Sales Call 1
96f1d9b061181a9,2024-07-11,,Sales Call 1
7a1cd624c105193,2024-02-29,2024-03-02,Sales Call 1
4f6b26d28de822a,2024-04-13,2024-04-14,Sales Call 1
3c6d4a63d3f8a42,2024-03-22,2024-03-25,Sales Call 1
ca4d5dcae04853f,2024-03-18,2024-03-22,Sales Call 1
3ec70233f3b59a8,2024-04-20,,Sales Call 1
fae77efaf46e754,2024-04-13,2024-04-14,PV System Sold
0dd255d35a88ab3,2024-06-18,2024-06-18,Sales Call 1
299ce96adfc25f6,2024-05-26,2024-05-26,Sales Call 1
8e7d8efbb34ceb9,2024-04-12,2024-04-14,Sales Call 1
44dc75c3f94e42f,2024-05-23,,Sales Call 1
419e676fcb7b1d6,2024-06-22,2024-06-22,PV System Sold
8f1c55e7f96bea3,2024-06-28,,Sales Call 2
71a3bc0c74a0527,2024-06-15,2024-06-16,Sales Call 1
3fde6245510a491,2024-04-23,,Sales Call 1
dd43b45c6e52adc,2024-06-26,,Sales Call 2
729980e840b8087,2024-07-18,2024-07-19,Sales Call 1
f8ff42f2199136d,2024-06-23,2024-06-23,Sales Call 1
2e532e7a226dd35,2024-03-14,2024-03-16,Sales Call 1
dd753b3fe293071,2024-02-28,2024-03-02,Sales Call 1
442a0071f1342fc,2024-02-29,2024-03-02,Sales Call 1
761d79c1baab2e3,2024-05-12,2024-05-12,Sales Call 1
075695524655ab7,2024-05-09,2024-05-10,Sales Call 1
158fe89987daf74,2024-06-07,2024-06-07,Sales Call 2
28d011a735e18d5,2024-03-16,2024-03-18,Sales Call 1
d658c34f4c7afd1,2024-05-26,2024-05-26,Sales Call 2
f7aa7f4950a59eb,2024-04-19,2024-04-20,Sales Call 1
2cbed2ecdef039d,2024-05-14,2024-05-14,PV System Sold
67e68cb072f04e8,2024-06-23,2024-06-23,Sales Call 1
ce8490b42140bd8,2024-07-01,,Sales Call 1
bc04be8e67f7ea1,2024-06-21,,Sales Call 1
b9f74a00320adcb,2024-05-08,,Sales Call 1
fb8fef225c94439,2024-05-24,2024-05-25,Sales Call 1
ffb42878a711a8b,2024-06-24,2024-06-24,Sales Call 1
ef58cd123a0fcc0,2024-06-11,2024-06-11,Sales Call 1
8b6862dd9a1e6ba,2024-06-02,2024-06-03,PV System Sold
e52a447bd768884,2024-07-12,2024-07-12,Sales Call 2
9769863bb648264,2024-06-18,2024-06-18,Sales Call 1
9064d1357773d8b,2024-06-29,2024-06-29,Sales Call 1
038638cbcd18d92,2024-07-15,2024-07-16,Sales Call 1
d89c8252fcad24c,2024-06-09,2024-06-09,Sales Call 1
436d1f45d25716a,2024-04-27,,Sales Call 1
7c6d73a9f1dff02,2024-04-01,2024-04-01,Sales Call 1
8fc08799272cd06,2024-04-18,2024-04-19,Sales Call 1
43329159871b1b0,2024-03-31,2024-04-03,Sales Call 1
7d1d00b47ce383c,2024-03-31,2024-04-02,Sales Call 1
1545df38e4902f5,2024-06-29,2024-06-29,Sales Call 1
f6f0c8521e1c3d0,2024-07-04,,Sales Call 1
3752af7253a5360,2024-06-15,2024-06-15,PV System Sold
fb2ae156e64e8b9,2024-03-08,2024-03-08,PV System Sold
3e2577601089f28,2024-06-14,,Sales Call 1
827ed88441dbac2,2024-03-25,2024-03-29,Sales Call 1
4f5e7aaf2366525,2024-06-04,2024-06-04,Sales Call 1
de5b1e19b002075,2024-06-14,2024-06-14,PV System Sold
bc17caecc2f2b39,2024-03-17,2024-03-19,Sales Call 1
d7d8af468dd965f,2024-04-04,2024-04-07,Sales Call 1
b6460a082f77c1c,2024-04-14,2024-04-14,Sales Call 1
fb78c2fd379f761,2024-03-13,2024-03-15,Sales Call 1
5b27c87761b2eb5,2024-04-17,2024-04-19,Sales Call 1
550ca1aaccd5a09,2024-06-18,2024-06-18,Sales Call 1
28cc8363592141f,2024-03-08,2024-03-08,Sales Call 1
b0553f00762aae8,2024-06-05,,Sales Call 1
158204398ce66c1,2024-07-18,,Sales Call 1
e96b6f32eb9a766,2024-05-05,,Sales Call 1
a7e1ca2174e5bce,2024-06-09,2024-06-10,PV System Sold
3ba13da7eb967de,2024-03-02,2024-03-02,Sales Call 1
7b203124ddfff6c,2024-03-17,,PV System Sold
75c2bc56274b6ea,2024-03-11,2024-03-12,Sales Call 1
89cbe04715afb1d,2024-04-20,2024-04-22,Sales Call 1
38644fa46986964,2024-05-01,2024-05-03,Sales Call 1
be03fac00997114,2024-04-24,2024-04-26,Sales Call 2
15fad4d7d32b573,2024-05-09,2024-05-11,Sales Call 1
a2707b01fba2e8b,2024-04-12,2024-04-12,Sales Call 2
560ea4ca917a6a5,2024-04-09,,Sales Call 1
eb1503460c620a8,2024-04-14,2024-04-14,Sales Call 1
33dfeb322d710c7,2024-04-04,2024-04-05,Sales Call 1
d98b1a7b6802eaf,2024-05-26,2024-05-26,Sales Call 2
b27bc6a632a586a,2024-03-02,2024-03-03,Sales Call 1
66a703be662ae3e,2024-04-17,,Sales Call 1
20287b496902d93,2024-06-15,,Sales Call 1
1c05c470286d27b,2024-02-24,2024-02-26,Sales Call 1
ac93ca11288da98,2024-07-23,2024-07-23,PV System Sold
37e1adc6ae84739,2024-02-21,2024-02-24,Sales Call 1
9514c54dce29b83,2024-05-10,,Sales Call 1
92a88b7ec7d97d8,2024-07-19,,Sales Call 1
011ba092eff547f,2024-06-11,,Sales Call 1
23d6d569a2a496a,2024-07-17,2024-07-20,Sales Call 1
4027f5e7d8522c3,2024-05-14,2024-05-14,Sales Call 1
79915a630043de7,2024-03-29,,Sales Call 1
edd54249eb447bc,2024-04-24,2024-04-26,Sales Call 2
7e5f9466199c9c5,2024-05-20,2024-05-20,Sales Call 1
705b30e4473066b,2024-06-25,2024-06-25,Sales Call 1
95b7324f5972718,2024-07-07,2024-07-07,Sales Call 1
c16fbaa1a57f155,2024-04-09,2024-04-09,Sales Call 1
cf37b14df38fc1b,2024-06-19,2024-06-21,Sales Call 1
e5bbb28e2624d9f,2024-07-15,2024-07-15,PV System Sold
23264ebce9c047c,2024-03-20,2024-03-23,Sales Call 1
d100f66224f0c93,2024-05-10,2024-05-11,Sales Call 1
cb667bbd96bbe10,2024-04-01,,Sales Call 1
716378108fe7ec5,2024-06-25,2024-06-26,PV System Sold
4086dae91ddfd3a,2024-08-03,2024-08-04,PV System Sold
9806a88dc028d7f,2024-05-29,2024-05-31,Sales Call 1
5da0900bf6630e5,2024-03-15,2024-03-16,Sales Call 1
0493dbef0803775,2024-07-23,2024-07-23,Sales Call 2
11d2718b96925c9,2024-04-01,2024-04-05,Sales Call 1
c5f5a64efacfbe7,2024-04-07,2024-04-07,Sales Call 1
7cf19ff3f9cc6c7,2024-06-12,,Sales Call 1
9f737ef38010b20,2024-07-07,2024-07-07,Sales Call 2
f27eb74c4025cd9,2024-07-14,2024-07-14,Sales Call 1
c73131ee6c78a06,2024-05-17,2024-05-18,Sales Call 1
879584329b6a545,2024-04-30,2024-04-30,Sales Call 2
adb40d079249067,2024-05-26,2024-05-26,Sales Call 2
c180dc9da2bdfba,2024-07-13,2024-07-13,PV System Sold
517e5efcc2094d2,2024-07-05,2024-07-06,Sales Call 1
19e7d8dbf15c3d8,2024-03-17,2024-03-17,Sales Call 2
b373f2296832d18,2024-04-24,2024-04-24,Sales Call 2
f889df7c65f062e,2024-07-13,2024-07-13,PV System Sold
8dd6c47c0fc165c,2024-03-12,2024-03-13,Sales Call 1
109e3f851ec78a6,2024-04-25,2024-04-26,Sales Call 1
cded59f57172b0c,2024-07-19,2024-07-21,Sales Call 1
2ee2e7ba2636cd1,2024-04-12,,Sales Call 1
f689efc5263aeb8,2024-04-15,2024-04-16,Sales Call 1
920a10bd60fab9b,2024-05-31,,Sales Call 1
34c1972b3903ff8,2024-06-23,,Sales Call 1
bf5f4b3c6cf6aef,2024-04-18,,Sales Call 1
a25b00aae6a0d32,2024-04-04,2024-04-06,Sales Call 1
b2c98221dc79f2f,2024-07-01,2024-07-02,Sales Call 1
13c3a9acd5986cc,2024-05-15,2024-05-17,Sales Call 1
932901e28f0caae,2024-05-03,2024-05-04,Sales Call 1
63b72bf4b5043bd,2024-05-16,,Sales Call 1
f33f0f656f846fa,2024-06-19,2024-06-21,Sales Call 1
0ad69852b326b97,2024-06-02,2024-06-03,Sales Call 1
6e573a5aa424a0f,2024-04-13,2024-04-13,Sales Call 1
17f359bd4ebcefe,2024-05-15,2024-05-17,Sales Call 1
1d76f4897d3e862,2024-07-22,2024-07-22,Sales Call 2
59eaaf7df5743e4,2024-03-31,2024-04-02,Sales Call 1
e16dd68c69374e5,2024-07-03,2024-07-05,Sales Call 1
ad58a0310e6ec28,2024-06-10,2024-06-11,PV System Sold
45f9cbc692a434c,2024-03-04,2024-03-05,Sales Call 1
8bcb15159d59000,2024-07-02,2024-07-05,Sales Call 1
c2b837b86ee8b57,2024-04-12,,Sales Call 1
1c255755df275d2,2024-05-01,2024-05-03,Sales Call 1
dd495f27b941997,2024-06-21,2024-06-22,Sales Call 1
4ef9ef3090e1942,2024-06-25,2024-06-25,Sales Call 1
471c92a5c0c67b4,2024-06-25,2024-06-26,PV System Sold
9ad09aa0948ece5,2024-04-30,,Sales Call 1
6f54887ab7ad0a1,2024-06-21,2024-06-21,Sales Call 1
c9fb378b1666806,2024-03-31,2024-03-31,Sales Call 1
867408001c3c826,2024-07-01,,Sales Call 1
f0ac37df48cdd67,2024-03-11,2024-03-12,Sales Call 1
63a1ca693d26464,2024-04-21,,Sales Call 1
c9fb378b1666806,2024-04-01,2024-04-01,Sales Call 2
5336fb5e6ab4de9,2024-06-10,2024-06-11,Sales Call 1
7ada4a5e503e96f,2024-05-25,2024-05-26,Sales Call 2
498b2edf4633d7f,2024-04-12,2024-04-13,Sales Call 1
c2040737dad4719,2024-04-07,2024-04-07,Sales Call 2
abf16015e1c8a28,2024-04-13,2024-04-13,Sales Call 1
8178dfb718ce50f,2024-03-08,2024-03-10,Sales Call 1
8b637813623955e,2024-05-27,2024-05-27,Sales Call 1
8ef7befd6613e7e,2024-06-29,2024-06-29,Sales Call 1
8c3d47bc64743b2,2024-03-26,2024-03-30,Sales Call 1
568ec4849873d35,2024-06-04,2024-06-04,Sales Call 2
9c352c942da45d5,2024-04-03,2024-04-03,Sales Call 1
9b402a8d4fc7409,2024-07-10,2024-07-12,Sales Call 1
96a4dfd23592351,2024-06-17,2024-06-18,Sales Call 1
ce0963366d41215,2024-06-14,2024-06-15,Sales Call 1
0fd8895352a00e8,2024-04-12,2024-04-12,Sales Call 1
7874cb5a9da7a43,2024-05-07,2024-05-07,PV System Sold
13fda27ec66a08d,2024-03-10,2024-03-11,Sales Call 1
b3792e33ce75e6e,2024-07-15,2024-07-16,Sales Call 1
7e32ca0efe7b242,2024-06-09,2024-06-09,Sales Call 1
c8ca6a8095b35c4,2024-07-07,2024-07-07,Sales Call 2
0153f30352e782d,2024-07-05,2024-07-06,Sales Call 1
1d186cabf1d8214,2024-04-28,2024-05-17,Sales Call 1
83b328d767ce8f1,2024-05-17,2024-05-17,Sales Call 2
fd2ac12e1e182c2,2024-08-19,2024-08-19,Sales Call 2
de2ab76230772cc,2024-03-08,2024-03-09,Sales Call 1
e48bb2e67cdf6ff,2024-02-20,2024-02-23,Sales Call 1
2bf6f4f51ff7a27,2024-05-05,2024-05-05,Sales Call 2
11c4f95a16ada0b,2024-06-30,2024-06-30,PV System Sold
5e4c6f2b701e2ac,2024-07-02,2024-07-03,PV System Sold
b95a25993e5e466,2024-05-16,2024-07-02,Sales Call 1
e7e5d3c23ed8400,2024-06-20,,Sales Call 1
410297d646bb148,2024-04-07,2024-04-08,Sales Call 1
c71616c8ddf0d35,2024-04-11,2024-04-13,Sales Call 1
899f9bfd50c14bc,2024-07-12,,Sales Call 1
02284d1d5798c11,2024-06-05,2024-06-07,Sales Call 1
5b6afa6c5421a8c,2024-04-03,2024-04-05,Sales Call 1
405ea32a97d7b0e,2024-07-20,2024-07-20,Sales Call 1
cebaf6b4299d3a0,2024-04-20,2024-04-22,Sales Call 1
63087dd7c9fdd6e,2024-04-18,2024-04-20,Sales Call 1
007b104f58ae93a,2024-04-16,2024-04-17,Sales Call 1
813de47b344e4a7,2024-06-10,2024-06-10,Sales Call 1
4740c375fe03f34,2024-06-09,2024-06-09,Sales Call 1
b2954d896e30d26,2024-06-03,2024-06-03,Sales Call 1
